ORF	phi
YAL002W	0.300743395587284
YAL003W	30.4903534434645
YAL005C	15.2774570991418
YAL008W	1.22381409270779
YAL013W	0.482372149802519
YAL016W	1.33432360179558
YAL018C	0.00508897383319014
YAL019W	0.471395028543765
YAL021C	0.784875621702359
YAL027W	0.34056617804744
YAL048C	0.17316235825684
YAL053W	0.569348134846889
YAL056W	0.514035476137568
YAL063C	0.114183732127553
YAL065C	0.0410805966644648
YAR027W	1.27553711645493
YAR029W	0.241471969386655
YAR031W	0.19796644390606
YAR064W	0.415389599742101
YBL003C	21.9631559479666
YBL016W	1.3479860329575
YBL037W	0.317007940751341
YBL038W	1.33172331438914
YBL040C	2.24795245404165
YBL046W	0.369117119765794
YBL052C	0.745787816720046
YBL055C	0.428375058894226
YBL061C	0.934899682934353
YBL066C	0.171986560172715
YBL067C	0.496480037217928
YBL081W	0.635231374974356
YBL084C	0.277928859110453
YBL088C	0.141979095890628
YBL092W	47.98126647661
YBL098W	0.748997497648926
YBL106C	0.154566163994434
YBR002C	0.682484249745299
YBR011C	12.7240371842105
YBR014C	1.37600646021549
YBR015C	1.42117126534522
YBR018C	0.0676915225722108
YBR019C	0.0797971571835183
YBR029C	1.12037992770002
YBR030W	0.379946607629854
YBR031W	17.6325886751532
YBR042C	0.774413704102748
YBR052C	4.42511924089139
YBR055C	0.418192568649381
YBR061C	0.495187848309937
YBR067C	12.5797563304834
YBR074W	0.619189185949456
YBR076W	0.0656082749321231
YBR084W	1.19875894884641
YBR092C	1.69959239303442
YBR094W	0.461637131568699
YBR101C	1.13209031349479
YBR103W	0.514143016290518
YBR108W	0.3181456721118
YBR121C	5.76273044475654
YBR126C	3.08246259148072
YBR136W	0.0801335888552922
YBR141C	0.166482164857374
YBR142W	0.445137758426186
YBR152W	0.212499610323256
YBR170C	0.438428391056043
YBR172C	0.807357624293209
YBR176W	0.346860262918993
YBR198C	0.725129569398666
YBR203W	0.154187338328505
YBR204C	0.830512809280496
YBR215W	0.491300375854373
YBR222C	1.18864410306207
YBR233W	0.489186037831023
YBR239C	0.249124042033639
YBR241C	0.355390645349816
YBR256C	2.23702151754892
YBR260C	0.568146553759695
YBR276C	0.84957023717664
YBR282W	1.31321110331573
YBR284W	0.0591551717839668
YBR291C	0.355907066020027
YBR293W	0.296787297134606
YCL005W	0.668328743053627
YCL010C	0.558085493175693
YCL011C	2.37675620355687
YCL017C	1.10076316800937
YCL025C	2.30209041802471
YCL034W	1.11253898114086
YCL038C	0.714166237555719
YCL042W	2.42923294749827
YCL056C	0.869487268050846
YCR007C	0.161269976404907
YCR010C	0.0232601073963599
YCR011C	1.23354115138853
YCR020C	0.127207877767302
YCR024C	0.272706343117322
YCR028C	0.391961810043299
YCR033W	0.69641547466814
YCR045C	0.30432456865391
YCR053W	4.06932207580436
YCR054C	0.163760786821919
YCR057C	0.446547039695631
YCR065W	0.716815090306792
YCR066W	0.171142917277373
YCR071C	1.06792423868656
YCR072C	0.344772694053045
YCR081W	0.122544730781585
YCR097W	2.17114732140137
YCR102C	0.0846781226977086
YCR104W	0.0854275678055199
YDL004W	3.52109002726308
YDL006W	0.601153202420709
YDL008W	0.735803021450444
YDL022W	3.56642670486869
YDL030W	0.249327571711961
YDL031W	0.6670612025478
YDL040C	1.70287295594976
YDL046W	4.18772079745669
YDL053C	2.04440739440396
YDL075W	33.4013096964533
YDL078C	2.8598570289256
YDL081C	42.8759670269258
YDL083C	24.1412008859611
YDL090C	0.471489070739365
YDL091C	0.524578232565653
YDL101C	0.420667081630385
YDL104C	0.229709343435756
YDL121C	1.24352274109907
YDL125C	4.17212779679856
YDL126C	4.38946482668788
YDL132W	0.853092133179498
YDL142C	0.386280476938311
YDL145C	2.79688715211778
YDL182W	1.74089318717149
YDL193W	0.854921061076362
YDL199C	0.132302883003056
YDL208W	6.08067060091782
YDL211C	0.209804114308683
YDL216C	0.251408437411128
YDL217C	0.74548871064485
YDL218W	0.0758598286451728
YDL243C	0.180328343738509
YDR001C	1.46643843587443
YDR007W	1.08325785482082
YDR018C	0.0613493301231083
YDR020C	0.328449599947936
YDR023W	6.41165318972744
YDR030C	0.120084373707544
YDR040C	0.0499882630740733
YDR041W	1.53111681094966
YDR051C	0.844247947155887
YDR057W	0.341303821623447
YDR062W	2.98713325236311
YDR065W	0.214962150409435
YDR071C	4.26682278310584
YDR078C	0.291722245937308
YDR081C	0.455968623253139
YDR090C	0.443326707940414
YDR091C	1.34819788082943
YDR097C	0.331414089005559
YDR101C	0.706932043756796
YDR106W	0.0559406990697698
YDR130C	0.451814072176048
YDR146C	0.849571989107412
YDR147W	0.403412609668586
YDR159W	0.425983845750397
YDR160W	0.281818415409306
YDR162C	0.454339925068624
YDR163W	0.687459073485804
YDR167W	1.17389396046487
YDR170C	0.945564042765507
YDR175C	0.883705248434563
YDR177W	2.24908305403975
YDR185C	0.33575995113219
YDR188W	2.63749789164661
YDR189W	0.969397270677989
YDR194C	2.00691105839725
YDR195W	0.312525844240153
YDR208W	0.700802943552659
YDR216W	0.235561732253445
YDR224C	20.3741586733322
YDR226W	13.3286720513201
YDR229W	0.523063432707615
YDR232W	1.93676598777412
YDR233C	6.66343299389182
YDR234W	0.735976476270007
YDR238C	2.41028990800212
YDR240C	0.242677801983305
YDR242W	0.254568546166661
YDR258C	1.04178264890734
YDR260C	0.459323357514349
YDR262W	1.14772587525852
YDR272W	1.59846229444885
YDR275W	0.91354645138834
YDR277C	0.92253097056072
YDR283C	0.350600372648464
YDR293C	1.22291962287478
YDR308C	0.687501662631183
YDR309C	1.60730026145385
YDR311W	0.389375789504128
YDR313C	0.467966368321976
YDR314C	0.105987189228578
YDR325W	0.264364474668398
YDR328C	3.2074347621071
YDR346C	1.87668147344219
YDR354W	0.880731000120692
YDR359C	0.481496805227066
YDR371W	0.461656912814025
YDR384C	0.752993640539962
YDR389W	0.54612488109334
YDR390C	0.856399346268334
YDR398W	0.616979476211109
YDR400W	0.663794757315147
YDR405W	0.99915720312568
YDR412W	0.903739883378393
YDR415C	0.439253260835799
YDR416W	0.227959035305493
YDR443C	0.298919313759909
YDR452W	2.91180462410321
YDR461W	28.4630951102445
YDR465C	0.664371811009203
YDR469W	0.842078725324895
YDR476C	0.797586269516586
YDR478W	0.201891861396722
YDR482C	0.629117948197354
YDR488C	0.295262320766594
YDR492W	0.868663039113095
YDR495C	0.273452864395712
YDR498C	0.547470484952193
YDR502C	1.0399366515676
YDR508C	2.44118462051203
YDR512C	1.17822554488317
YDR518W	1.11818904388132
YDR527W	0.658172845726946
YDR540C	0.197126313340219
YEL015W	0.794486340826011
YEL022W	0.535231700935928
YEL027W	20.6580327385804
YEL046C	2.47710893569006
YEL051W	6.45262639646335
YEL055C	0.613783522608288
YEL056W	0.693465760818222
YEL065W	0.704833821208989
YEL069C	0.0413938282538382
YEL072W	0.259872192629316
YEL077C	0.21359611928183
YER002W	1.35741398776656
YER007W	0.133396327155544
YER009W	9.4650690179487
YER012W	2.8032646148039
YER014W	0.520207188519402
YER015W	0.154466690485813
YER018C	0.546429842894592
YER025W	3.11736721484705
YER027C	1.0374807089481
YER031C	3.32008544071568
YER032W	0.428585813574362
YER037W	0.584544113318824
YER038C	0.18865183131884
YER054C	0.346301325692523
YER071C	0.595928095642887
YER072W	13.1740506541456
YER073W	1.70762185816053
YER076C	0.329215180689597
YER083C	1.32769242369516
YER085C	0.0155405737376968
YER087W	0.401457196170804
YER101C	0.253827212929362
YER104W	0.232027490401966
YER110C	1.10201438559337
YER112W	1.42386721945712
YER120W	4.35923718209996
YER122C	2.67726335571903
YER125W	1.74034307572331
YER127W	0.497338941497889
YER134C	1.05553214505451
YER137C	0.0827608900426661
YER139C	0.315191514581587
YER149C	0.364236615615041
YER151C	0.815781714459522
YER165W	10.8592650286441
YER179W	0.123713566379319
YFL003C	0.0332301639755034
YFL005W	3.24343924498284
YFL011W	0.0136111448744658
YFL014W	2.2224701014703
YFL016C	1.10636842462175
YFL039C	30.4710400166705
YFL044C	0.394702541321286
YFL050C	0.149859896017821
YFL051C	0.169318398373667
YFL057C	0.490165554159325
YFR003C	1.23032180488085
YFR010W	1.64440897145995
YFR015C	2.73744029169829
YFR022W	0.277822535138205
YFR025C	0.794691725985702
YFR033C	4.46702256982465
YFR035C	0.993622451665118
YFR038W	0.442676588605488
YFR047C	2.63360491397751
YFR051C	2.35579498030102
YGL001C	1.84530493352042
YGL008C	24.2540288553818
YGL009C	2.99453293006051
YGL016W	0.348060026569392
YGL017W	0.295485854267098
YGL021W	0.62691994204508
YGL022W	2.70260629521885
YGL026C	2.73370793331674
YGL038C	0.942342776951401
YGL039W	0.837673901249391
YGL049C	0.964902429949428
YGL055W	3.04215836907292
YGL063W	0.206453430659198
YGL064C	0.231647677289187
YGL071W	0.602595944846701
YGL075C	0.170580292745639
YGL078C	1.41360965595363
YGL080W	1.44333189931687
YGL081W	0.0949018517019466
YGL082W	1.39755733876053
YGL089C	0.251065309115642
YGL090W	0.246252913149298
YGL096W	0.456668447369419
YGL099W	0.703095296651363
YGL100W	1.285267378178
YGL110C	0.504492690754522
YGL114W	0.488638147600408
YGL121C	0.591339885604375
YGL143C	0.433572492469744
YGL145W	0.462443321653434
YGL147C	29.5625141222854
YGL151W	0.451536202053392
YGL153W	0.658600977045922
YGL154C	0.391538339541682
YGL164C	0.485120684459347
YGL176C	0.351704775088613
YGL183C	0.017840171563218
YGL195W	0.923041948985715
YGL203C	0.874020140824957
YGL207W	1.48900970215005
YGL210W	0.853840681146931
YGL219C	0.779878052543093
YGL221C	1.26294117462476
YGL222C	0.917528950476024
YGL229C	0.425135360221905
YGL230C	0.0517834197562797
YGL236C	0.259741848417926
YGL249W	0.0606446719189956
YGL253W	16.8106025497813
YGL255W	0.582936805524124
YGL257C	0.668274605287623
YGL263W	0.0546148885233611
YGR008C	7.24784550945714
YGR020C	8.8233871829526
YGR024C	1.49128717601801
YGR029W	1.14996979791173
YGR065C	0.286504090417829
YGR067C	0.029633643511261
YGR075C	0.57490824736938
YGR080W	0.907481761151114
YGR084C	0.900277646170366
YGR096W	0.177827808146818
YGR101W	0.429525987720068
YGR108W	1.31992729356177
YGR111W	0.810010949525311
YGR117C	0.583367482566399
YGR118W	21.4339863188001
YGR129W	0.285120598587585
YGR156W	0.442204087867501
YGR163W	0.693420222562551
YGR165W	0.978247800961677
YGR168C	0.373545597151415
YGR174C	0.999703291753402
YGR175C	4.26747086373269
YGR188C	0.0970439522063206
YGR189C	3.06414996283606
YGR198W	0.471450548379972
YGR202C	1.15646645347639
YGR203W	0.61678860293437
YGR206W	0.732130252684355
YGR222W	1.27042947231865
YGR224W	0.238466282136835
YGR225W	0.061227846181491
YGR229C	2.37836741443555
YGR231C	2.92903411060649
YGR236C	0.0294379375604405
YGR244C	4.14226209608003
YGR252W	0.57534721235641
YGR253C	3.81397667781544
YGR254W	40.6013091978052
YGR268C	0.561285581271955
YGR270W	0.630732071705222
YGR274C	0.364841093538748
YGR275W	1.2418240719882
YGR284C	2.18062183675281
YGR288W	0.15242841667195
YHL003C	2.5208511729171
YHL020C	0.782974598222932
YHL038C	0.264434845991821
YHR008C	5.21653665087081
YHR011W	0.268154089986185
YHR012W	0.902495077320475
YHR013C	1.4205579214526
YHR022C	0.195031851551534
YHR023W	0.523737276892178
YHR040W	0.243934297538582
YHR056C	0.424550327201494
YHR059W	0.716408819035559
YHR070W	0.416175498617934
YHR078W	0.655789185957469
YHR081W	0.829266841237145
YHR083W	1.26609672933038
YHR087W	1.50790886762885
YHR090C	0.410259881021095
YHR094C	0.0522992792557756
YHR100C	0.416781809404977
YHR119W	0.410138713690987
YHR128W	2.41350400204414
YHR129C	0.285741731374772
YHR135C	1.76328518559566
YHR136C	2.99385948687694
YHR139C	0.0671171978423702
YHR143W	5.35416240616422
YHR149C	0.482373492623697
YHR157W	0.037101608137389
YHR167W	0.366429786158956
YHR192W	0.726153535924856
YHR195W	0.711635135539054
YHR207C	0.550341420327021
YIL014W	0.593705288032371
YIL015W	2.64013411309187
YIL027C	1.90504430210876
YIL033C	1.68221555651306
YIL036W	0.747727224804785
YIL046W	0.349001263435509
YIL047C	1.10030524804382
YIL056W	0.425891117000877
YIL066C	0.0732529964746795
YIL068C	0.468824138394933
YIL077C	0.506878493479479
YIL079C	0.36948593786723
YIL083C	0.935418997209456
YIL090W	0.541831470376363
YIL094C	3.83520311692807
YIL110W	0.547434378335475
YIL111W	4.47372956268639
YIL116W	1.86865857244597
YIL119C	1.44909398403987
YIL131C	0.438427988672551
YIL132C	0.240369030250578
YIL144W	0.47592733641978
YIL152W	0.5891983781083
YIL156W	0.29508683037872
YIL160C	0.0936120919551411
YIL165C	0.386938230932649
YIR003W	0.591868377827972
YIR009W	0.378884868162032
YIR019C	0.132120323608187
YIR025W	0.137732022476417
YIR026C	0.389110307637061
YIR031C	0.250682319474793
YIR034C	1.14758910094996
YIR035C	0.97295922045856
YIR042C	0.310429727490179
YJL002C	3.68163916721884
YJL003W	0.935865686913082
YJL011C	0.435703213599218
YJL019W	0.238175631360752
YJL031C	0.626010262532701
YJL034W	5.38104177668854
YJL035C	0.265589402699622
YJL046W	0.371109308849217
YJL052W	36.2710668096034
YJL054W	0.928189541265679
YJL059W	0.33300056890261
YJL060W	1.18583645749798
YJL072C	0.406564191489822
YJL082W	0.483818939285017
YJL087C	0.232948901157057
YJL090C	0.254796475809865
YJL094C	0.256201935308809
YJL096W	1.36298777194578
YJL097W	2.13187753854089
YJL104W	2.09472247384098
YJL105W	0.107004644092174
YJL109C	0.431904360117408
YJL117W	2.73201864325365
YJL129C	0.594050052724971
YJL130C	3.11667412460813
YJL132W	0.140490232985556
YJL136C	21.2706533016359
YJL141C	0.567785755224096
YJL146W	0.299604324777587
YJL151C	5.81942856276406
YJL155C	0.39646134147736
YJL162C	0.229000778115978
YJL164C	1.19886711636971
YJL174W	2.61318625903953
YJL176C	0.507669825841668
YJL187C	0.450580679786809
YJL192C	2.81408441879274
YJL197W	0.391937573094555
YJL203W	0.348174729544281
YJL207C	0.479578392960624
YJL210W	0.751527991834534
YJL213W	0.305032120226522
YJL216C	0.122968097764028
YJR005W	0.551216265902751
YJR013W	0.669570358261263
YJR039W	0.146716165531912
YJR041C	0.267054898996004
YJR048W	0.876940209268376
YJR058C	1.11460745548157
YJR059W	1.1381265371121
YJR068W	1.10202007169943
